Activity standard occupational classification,Mode of employment,Sex,Contract marker,Nationality,Academic Year,Number
Total academic staff,All,Female,Academic (excluding atypical),Non-European Union,2017/18,11415
Total academic staff,All,Female,Academic (excluding atypical),Non-European Union,2018/19,12265
Total academic staff,All,Female,Academic (excluding atypical),Non-European Union,2019/20,13310
Total academic staff,All,Female,Academic (excluding atypical),Non-European Union,2020/21,14050
Total academic staff,Full-time,Female,Academic (excluding atypical),Non-European Union,2016/17,7565
Total academic staff,Full-time,Female,Academic (excluding atypical),Non-European Union,2017/18,8095
Total academic staff,Full-time,Female,Academic (excluding atypical),Non-European Union,2018/19,8755
Total academic staff,Full-time,Female,Academic (excluding atypical),Non-European Union,2019/20,9495
Total academic staff,Full-time,Female,Academic (excluding atypical),Non-European Union,2020/21,10120
Total academic staff,Part-time,Female,Academic (excluding atypical),Non-European Union,2016/17,3010
Total academic staff,Part-time,Female,Academic (excluding atypical),Non-European Union,2017/18,3325
Total academic staff,Part-time,Female,Academic (excluding atypical),Non-European Union,2018/19,3515
Total academic staff,Part-time,Female,Academic (excluding atypical),Non-European Union,2019/20,3815
Total academic staff,Part-time,Female,Academic (excluding atypical),Non-European Union,2020/21,3930
Total academic staff,All,Male,Academic (excluding atypical),Non-European Union,2016/17,15080
Total academic staff,All,Male,Academic (excluding atypical),Non-European Union,2017/18,16200
Total academic staff,All,Male,Academic (excluding atypical),Non-European Union,2018/19,17290
Total academic staff,All,Male,Academic (excluding atypical),Non-European Union,2019/20,18430
Total academic staff,All,Male,Academic (excluding atypical),Non-European Union,2020/21,19160
Total academic staff,Full-time,Male,Academic (excluding atypical),Non-European Union,2016/17,12465
Total academic staff,Full-time,Male,Academic (excluding atypical),Non-European Union,2017/18,13160
Total academic staff,Full-time,Male,Academic (excluding atypical),Non-European Union,2018/19,14035
Total academic staff,Full-time,Male,Academic (excluding atypical),Non-European Union,2019/20,14915
Total academic staff,Full-time,Male,Academic (excluding atypical),Non-European Union,2020/21,15595
Total academic staff,Part-time,Male,Academic (excluding atypical),Non-European Union,2016/17,2620
Total academic staff,Part-time,Male,Academic (excluding atypical),Non-European Union,2017/18,3045
Total academic staff,Part-time,Male,Academic (excluding atypical),Non-European Union,2018/19,3255
Total academic staff,Part-time,Male,Academic (excluding atypical),Non-European Union,2019/20,3515
Total academic staff,Part-time,Male,Academic (excluding atypical),Non-European Union,2020/21,3565
Total academic staff,All,Other,Academic (excluding atypical),Non-European Union,2016/17,0
Total academic staff,All,Other,Academic (excluding atypical),Non-European Union,2017/18,5
Total academic staff,All,Other,Academic (excluding atypical),Non-European Union,2018/19,10
Total academic staff,All,Other,Academic (excluding atypical),Non-European Union,2019/20,45
Total academic staff,All,Other,Academic (excluding atypical),Non-European Union,2020/21,60
Total academic staff,Full-time,Other,Academic (excluding atypical),Non-European Union,2016/17,0
Total academic staff,Full-time,Other,Academic (excluding atypical),Non-European Union,2017/18,5
Total academic staff,Full-time,Other,Academic (excluding atypical),Non-European Union,2018/19,10
Total academic staff,Full-time,Other,Academic (excluding atypical),Non-European Union,2019/20,25
Total academic staff,Full-time,Other,Academic (excluding atypical),Non-European Union,2020/21,40
Total academic staff,Part-time,Other,Academic (excluding atypical),Non-European Union,2016/17,0
Total academic staff,Part-time,Other,Academic (excluding atypical),Non-European Union,2017/18,0
Total academic staff,Part-time,Other,Academic (excluding atypical),Non-European Union,2018/19,0
Total academic staff,Part-time,Other,Academic (excluding atypical),Non-European Union,2019/20,15
Total academic staff,Part-time,Other,Academic (excluding atypical),Non-European Union,2020/21,20
Total academic staff,All,All,Academic (excluding atypical),Not known,2016/17,1955
Total academic staff,All,All,Academic (excluding atypical),Not known,2017/18,1540
Total academic staff,All,All,Academic (excluding atypical),Not known,2018/19,1450
Total academic staff,All,All,Academic (excluding atypical),Not known,2019/20,1585
Total academic staff,All,All,Academic (excluding atypical),Not known,2020/21,1635
Total academic staff,Full-time,All,Academic (excluding atypical),Not known,2016/17,990
Total academic staff,Full-time,All,Academic (excluding atypical),Not known,2017/18,755
Total academic staff,Full-time,All,Academic (excluding atypical),Not known,2018/19,820
Total academic staff,Full-time,All,Academic (excluding atypical),Not known,2019/20,920
Total academic staff,Full-time,All,Academic (excluding atypical),Not known,2020/21,995
Total academic staff,Part-time,All,Academic (excluding atypical),Not known,2016/17,970
Total academic staff,Part-time,All,Academic (excluding atypical),Not known,2017/18,785
Total academic staff,Part-time,All,Academic (excluding atypical),Not known,2018/19,630
Total academic staff,Part-time,All,Academic (excluding atypical),Not known,2019/20,665
Total academic staff,Part-time,All,Academic (excluding atypical),Not known,2020/21,640
Total academic staff,All,Female,Academic (excluding atypical),Not known,2016/17,895
Total academic staff,All,Female,Academic (excluding atypical),Not known,2017/18,735
Total academic staff,All,Female,Academic (excluding atypical),Not known,2018/19,675
Total academic staff,All,Female,Academic (excluding atypical),Not known,2019/20,700
Total academic staff,All,Female,Academic (excluding atypical),Not known,2020/21,750
Total academic staff,Full-time,Female,Academic (excluding atypical),Not known,2016/17,400
Total academic staff,Full-time,Female,Academic (excluding atypical),Not known,2017/18,335
Total academic staff,Full-time,Female,Academic (excluding atypical),Not known,2018/19,365
Total academic staff,Full-time,Female,Academic (excluding atypical),Not known,2019/20,400
Total academic staff,Full-time,Female,Academic (excluding atypical),Not known,2020/21,450
Total academic staff,Part-time,Female,Academic (excluding atypical),Not known,2016/17,495
Total academic staff,Part-time,Female,Academic (excluding atypical),Not known,2017/18,400
Total academic staff,Part-time,Female,Academic (excluding atypical),Not known,2018/19,310
Total academic staff,Part-time,Female,Academic (excluding atypical),Not known,2019/20,300
Total academic staff,Part-time,Female,Academic (excluding atypical),Not known,2020/21,295
Total academic staff,All,Male,Academic (excluding atypical),Not known,2016/17,1060
Total academic staff,All,Male,Academic (excluding atypical),Not known,2017/18,805
Total academic staff,All,Male,Academic (excluding atypical),Not known,2018/19,770
Total academic staff,All,Male,Academic (excluding atypical),Not known,2019/20,830
Total academic staff,All,Male,Academic (excluding atypical),Not known,2020/21,855
Total academic staff,Full-time,Male,Academic (excluding atypical),Not known,2016/17,585
Total academic staff,Full-time,Male,Academic (excluding atypical),Not known,2017/18,415
Total academic staff,Full-time,Male,Academic (excluding atypical),Not known,2018/19,450
Total academic staff,Full-time,Male,Academic (excluding atypical),Not known,2019/20,515
Total academic staff,Full-time,Male,Academic (excluding atypical),Not known,2020/21,540
Total academic staff,Part-time,Male,Academic (excluding atypical),Not known,2016/17,475
Total academic staff,Part-time,Male,Academic (excluding atypical),Not known,2017/18,385
Total academic staff,Part-time,Male,Academic (excluding atypical),Not known,2018/19,320
Total academic staff,Part-time,Male,Academic (excluding atypical),Not known,2019/20,315
Total academic staff,Part-time,Male,Academic (excluding atypical),Not known,2020/21,315
Total academic staff,All,Other,Academic (excluding atypical),Not known,2016/17,0
Total academic staff,All,Other,Academic (excluding atypical),Not known,2017/18,0
Total academic staff,All,Other,Academic (excluding atypical),Not known,2018/19,5
Total academic staff,All,Other,Academic (excluding atypical),Not known,2019/20,50
Total academic staff,All,Other,Academic (excluding atypical),Not known,2020/21,35
Total academic staff,Full-time,Other,Academic (excluding atypical),Not known,2016/17,0
Total academic staff,Full-time,Other,Academic (excluding atypical),Not known,2017/18,0
Total academic staff,Full-time,Other,Academic (excluding atypical),Not known,2018/19,0
Total academic staff,Full-time,Other,Academic (excluding atypical),Not known,2019/20,5
Total academic staff,Full-time,Other,Academic (excluding atypical),Not known,2020/21,0
Total academic staff,Part-time,Other,Academic (excluding atypical),Not known,2016/17,0
Total academic staff,Part-time,Other,Academic (excluding atypical),Not known,2017/18,0
Total academic staff,Part-time,Other,Academic (excluding atypical),Not known,2018/19,0
Total academic staff,Part-time,Other,Academic (excluding atypical),Not known,2019/20,50
Total academic staff,Part-time,Other,Academic (excluding atypical),Not known,2020/21,30
Total academic staff,All,All,Academic (excluding atypical),UK,2016/17,143335
Total academic staff,All,All,Academic (excluding atypical),UK,2017/18,145560
Total academic staff,All,All,Academic (excluding atypical),UK,2018/19,147970
Total academic staff,All,All,Academic (excluding atypical),UK,2019/20,151745
Total academic staff,All,All,Academic (excluding atypical),UK,2020/21,151395
Total academic staff,Full-time,All,Academic (excluding atypical),UK,2016/17,90260
Total academic staff,Full-time,All,Academic (excluding atypical),UK,2017/18,90990
Total academic staff,Full-time,All,Academic (excluding atypical),UK,2018/19,91840
Total academic staff,Full-time,All,Academic (excluding atypical),UK,2019/20,93425
Total academic staff,Full-time,All,Academic (excluding atypical),UK,2020/21,94510
Total academic staff,Part-time,All,Academic (excluding atypical),UK,2016/17,53075
Total academic staff,Part-time,All,Academic (excluding atypical),UK,2017/18,54575
Total academic staff,Part-time,All,Academic (excluding atypical),UK,2018/19,56130
Total academic staff,Part-time,All,Academic (excluding atypical),UK,2019/20,58325
Total academic staff,Part-time,All,Academic (excluding atypical),UK,2020/21,56885
Total academic staff,All,Female,Academic (excluding atypical),UK,2016/17,65710
Total academic staff,All,Female,Academic (excluding atypical),UK,2017/18,67090
Total academic staff,All,Female,Academic (excluding atypical),UK,2018/19,68950
Total academic staff,All,Female,Academic (excluding atypical),UK,2019/20,71460
Total academic staff,All,Female,Academic (excluding atypical),UK,2020/21,71970
Total academic staff,Full-time,Female,Academic (excluding atypical),UK,2016/17,36325
